ESTUDIO;PONDERADOR;REGION_DEF;F0;A_EXACTA;A_RANGO;F3_SEXO;N_HOGAR;N_AFILIADOS;SEXO_1;EDAD_1;AFI_1;SEXO_2;EDAD_2;AFI_2;SEXO_3;EDAD_3;AFI_3;SEXO_4;EDAD_4;AFI_4;SEXO_5;EDAD_5;AFI_5;SEXO_6;EDAD_6;AFI_6;SEXO_7;EDAD_7;AFI_7;SEXO_8;EDAD_8;AFI_8;SEXO_9;EDAD_9;AFI_9;SEXO_10;EDAD_10;AFI_10;SELECCION;P2;P3;P4;P5;P6;A1;A2;A2_COD_1;A2_COD_2;A2_COD_3;A2_COD_4;A2_COD_5;A3;A4;A4_COD_11;A4_COD_21;A4_COD_3;A4_COD_4;A4_COD_5;A4_COD_1_1;A4_COD_1_2;A4_COD_1_3;A4_COD_1_4;A4_COD_1_5;A4_COD_2_1;A4_COD_2_2;A4_COD_2_3;A4_COD_2_4;A4_COD_2_5;A5;A6;A7_1;A7_2;A8;A9_1;A9_2;A9_3;A9_4;A9_5;A9_6;A9_7;A10_1;A10_OTRO1;A10_2;A10_OTRO1_1;A11_1;A11_OTRO1;A11_2;A11_OTRO2;A12_1;A12_OTRO1;A12_2;A12_OTRO2;A13_1;A13_OTRO1;A13_2;A13_OTRO2;A14;A15;A_15_COD_1;A_15_COD_2;A_15_COD_3;A_15_COD_4;A_15_COD_5;B1;B2;B3_1;B3_2;B3_OTRO;B3A;B4;B5;B6;B6_OTRO;B7;B9A;B9B;B9C;B10_1;B10_2;B10_3;B10_4;B10_5;B10_6;B12;B13;B14;B14_1;B14_2;B14_1_1;B14_2_1;B14_TOTAL;B14_TOTAL_1;C1;C4;C5_1;C5_2;C5_3;C5_OTRO;C6;C8_1;C8_2;C8_3;C8_4;C8_5;C8_6;D1;D2;D2_OTRO;D3_11;D3_21;D3_31;D3_41;D3_1;D3_2;D3_3;D3_4;D3_1_1;D3_2_1;D3_3_1;D3_4_1;D3_TOTAL;D3_TOTAL_1;D4;D5_1;D5_2;D6_1;D6_OTRO1;D6_2;D6_OTRO2;D7;D7_OTRO;D8;D8_1;D10;D10_1;D10_2;D10_1_1;D10_2_1;D10_TOTAL;D10_TOTAL_1;D13_1;D13_2;D14;D15;D16;D17;E1;E1_OTRO;E10;E10_OTRO;E11;E11_OTRO;E2;E2_OTRO;E3;E3_OTRO;E4;E5;E5_OTRO_1;E6;E8_1;E8_2;E8_3;E8_4;E8_5;E8_6;E8_7;E8_8;E8_9;E8_10;E8_11;E9;E9_1;E9_1_COD_1;E9_1_COD_2;E9_1_COD_3;E12_1;E12_2;E12_3;E13;E13_1;E13_1_COD_1;E13_1_COD_2;E13_1_COD_3;E13_1_COD_4;E14;E15_1_1;E15_1_2;E15_1_3;E15_1_4;E15_1_5;E15_1_6;E15_1_7;E15_1_8;E15_2_1;E15_2_2;E15_2_3;E15_2_4;E15_2_5;E15_2_6;E15_3_1;E15_3_2;E15_3_3;E15_3_4;E15_3_5;E15_3_6;E15_4_1;E15_4_2;E15_4_3;E15_4_4;E15_4_5;E15_5_1;E15_5_2;E15_5_3;E15_5_4;E15_5_5;E15_6_1;E15_6_2;E15_6_3;E15_6_4;E15_6_5;E15_6_6;E15_7_1;E15_7_2;E15_7_3;E15_7_4;E15_7_5;E15_7_6;E15_7_7;E15_8_1;E15_8_2;E15_8_3;E15_8_4;E15_8_5;E15_8_6;E15_8_7;E15_9_1;E15_9_2;E15_9_3;E15_9_4;F1;F1_1;F2;F3;F4_LITERAL;F4_COD_1_1;F4_COD_1_2;F5;F7;CAB_EDAD;CAB_SEXO;CAB_REGION;FECHA;EQUILIBRAR_FONASA_1;REGION_TIPO_FONASA;C_81;C_82;C_83;C_84;C_85;C_86;A3_logit;A1_dico;A5_dico;A7_1dico;A7_2dico;A14_dico;C4_dico;B2_dico;a10_bajoscostos;a11_espera;a11_sinespecialistas;a12_cobertura;a13_costos;C6_rec;filter_$;PredictedValue;PredictedValue_1
15516_SALUD_VF;0,472294141;13;1;71;3;2;2;2;2;71;2;1;82;2; ; ; ; ; ; ; ; ; ;1;02-02-01;2;1;2;5;-; ; ; ;5;Porque me atienden oportunamente y me llega carola de gastos medicos;222; ; ; ;222; ; ; ;222; ; ; ;5;2;5;5;2;-;-;-;-;8;-;7;-;2;-;1;-;4;Los planes que no suban tanto mensualmente;62;63; ;2;5;2; ;-;1;4;-;2;4;2;1;-;4;5;5;4;5;5;5;2;-;-;-;4;-;77;1;6;1;1;4;-;1;-;1;-;1;-;1;-;2;-;2;2;1;3;3;3;2;2;2;3;3;88;-; ;2;1; ;88;-; ; ;4;4;6; ; ; ; ;6; ; ; ;6; ; ; ;6;4; ; ;6;4; ; ;6; ; ; ; ;6;4; ; ; ; ;6; ; ; ;6; ;8;25;2;-;9;3;2;2;2;96;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;0,056037714;11;1;25;1;1;1;1;1;25;2; ; ; ; ; ; ; ; ; ;1;27-08-94;2;1;2;5;-; ; ; ;5;Es caro;1; ; ; ;1; ; ; ;1; ; ; ;5;2;5;5;2;-;-;-;-;6;-;1;-;100;-;88;-;5;Los precios;61; ;2;5;2; ;-;3;4;-;3;-;4;8;2;8;8;3;4;2;-;-;-;2;-;77;2;4;-;5;-;8;-;5;-;7;-;2;-;4;4;1;3;3;9;2;5;2;2;2;99;-; ;4; ;1;Derecho a una buena atenciÛn de salud;501; ; ;4;2; ; ; ; ;2;6;7; ; ; ;9; ; ; ;7; ; ;6;7;4; ; ;3;4; ; ; ; ;6;7;4; ; ; ; ;2;1; ; ; ;9; ;14;29;1;2;TÈcnico telecomunicaciones;4;208;99;9;1;1;1;2;91;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_VF;0,472294141;13;1;34;1;2;2;2;2;34;2;1;36;2; ; ; ; ; ; ; ; ; ;1;05-09-85;2;1;2;5;-; ; ; ;4;Es demasiado caro la salud;1; ; ; ;1; ; ; ;1; ; ; ;6;3;4;4;1;1;2;2;2;2;2;2;-;-;-;-;2;-;5;-;1;-;3;-;4;Bajar los costosnde los plan , son muy elevados;62; ;2;5;5; ;-;3;4;-;3;-;4;8;8;8;8;8;8;2;-;-;-;2;-;77;1;7;1;1;98;-;98;-;98;-;1;-;98;-;2;-;4;4;4;4;4;4;4;4;4;4;4;88;-; ;98; ;88;-; ; ;98;2; ; ; ; ;9; ; ; ;9; ; ; ;6; ; ;8; ; ;9; ; ; ; ;98; ; ; ; ;2; ; ; ;9; ;15;30;1;5;GarzÛn;2;109;7;9;1;2;2;2;96;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;0,208933886;7;1;33;1;1;2;2;1;33;2;2;32;2; ; ; ; ; ; ; ; ; ;1;09-09-86;2;1;2;6;-; ; ; ;5;por los pocos convenios que hoy tiene mi isapre con clÌnicas regionales y las alzas de lis planes y la alza del Ges;44;27; ; ; ;44;27; ; ; ;44;27; ; ; ;4;2;6;4;2;-;-;-;-;9;-;2;-;1;-;6;-;6;m·s convenios con clÌnicas de la regiÛn tener libre elecciÛn de clÌnicas al utilizar el Ges, no estar obligado a tratar una enfermedad en las clÌnicas que ellos te imponen;51;48; ;2;4;3; ;-;2;4;-;2;5;1;2;-;4;3;8;3;2;3;4;2;-;-;-;4;-;77;2;4;-;5;-;5;-;1;-;7;-;1;51;con abogado;7;2;4;3;2;4;1;5;1;1;2;2;1;velar por el cumplimiento y fiscalizar a las i sapres y fonasa;344; ;1;2; ;1;velar por el derecho de las personas en la salud como en las i sapres y fonasa y sus prestadores;531; ; ;5;9; ; ; ; ;6; ; ; ;4; ; ; ;4; ; ;6; ; ;9; ; ; ; ;6; ; ; ; ;2; ; ; ;9; ;13;28;1;5;Tecnico s/e;4;207;99;9;1;1;1;2;87;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;0,853070666;16;1;43;2;2;5;3;1;42;1;2;43;1;1;23;1; ; ; ; ; ; ; ; ; ;2;05-10-19;1;1;2;2;6;-; ; ; ;6;Mal atenciÛn falta de medicos;61;31; ; ; ;61;31; ; ; ;61;31; ; ; ;5;2;5;4;2;3;-;7;-;3;-;6;-;-;-;-;-;3;Falta informaciÛn;21; ;2;4;2; ;-;1;4;-;2;4;98;-;4;8;8;8;3;8;8;2;-;-;-;1;-;77;2;5;-;6;-;4;-;2;-;-;-;5;8;4;8;5;8;4;8;8;8;8;1;FiscalizaciÛn a los consultoriow;348; ;1; ;88;-; ; ;2;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ;2; ; ;2; ; ; ; ;2; ; ; ; ;2; ; ; ;2; ;11;19;1;1;GarzÛn;2;109;7;9;2;2;1;1;15;9;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_VF;1,459851939;13;1;30;1;1;4;3;1;30;1;2;27;1;2;42;1; ; ; ; ; ; ; ; ; ;1;25-08-98;1;2;1;2;1;Por quÈ es malo no atienden nunca;84; ; ; ;1;Atienden mal  y dan hora aÒos despuÈs;31;84; ; ; ;31;84; ; ; ;31;84; ; ; ;1;3;3;3;2;100;-;100;-;4;-;2;-;-;-;-;-;1;Todo , primero entregar informaciÛn clara y transparente;21; ;3; ;-;-;3;-;4;8;8;8;8;8;8;2;-;-;-;7;-;77;2;5;-;6;-;6;-;6;-;-;-;2;1;1;2;2;1;2;2;2;2;2;1;Fiscalizar que funcione todo correctamente;341; ;98; ;88;-; ; ;1;4; ; ; ; ;2; ; ; ;2;4; ; ; ;2;4;5; ; ;2;4; ; ;2;5; ; ; ; ;2;4; ; ; ; ;4;5; ; ; ;4;5; ;11;18;1;5;Obrero;2;162;6;5;1;1;2;2;32;32;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_VF;0,472294141;13;1;46;2;2;2;1;2;46;2; ; ; ; ; ; ; ; ; ;1;23-07-73;2;1;2;5;-; ; ; ;6;Porque tiene un plan bueno que le cubre lo que necesita;241;207; ; ; ;241;207; ; ; ;241;207; ; ; ;6;2;6;6;2;-;-;-;-;1;-;5;-;88;-;10;-;6;No dabe;98; ;2;6;3; ;-;2;4;-;2;6;98;-;4;4;8;5;8;8;8;2;-;-;-;5;-;77;1;6;1;1;1;-;1;-;5;-;1;-;1;-;2;-;6;5;6;4;4;3;4;4;5;4;4;88;-; ;98; ;88;-; ; ;6;6; ; ; ; ;6; ; ; ;6; ; ; ;9; ; ;6; ; ;6; ; ; ; ;6; ; ; ; ;6; ; ; ;6; ;9;18;1;5;Cajera;4;44;7;9;2;2;2;2;96;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_VF;0,472294141;13;1;36;2;1;4;2;1;36;2;2;35;2; ; ; ; ; ; ; ; ; ;1;18-09-84;2;1;2;5;-; ; ; ;5;Porque es caro;1; ; ; ;1; ; ; ;1; ; ; ;4;2;6;4;2;-;-;-;-;6;-;9;-;9;-;100;-;4;Informar mejor a los clientes y ser m·s flexibles con los planes;21;133; ;3; ;-;-;2;98;-;4;8;8;8;8;8;8;2;-;-;-;4;-;77;2;1;-;1;-;5;-;1;-;1;-;2;-;6;5;3;4;6;5;2;5;4;3;5;88;-; ;4; ;88;-; ; ;5;6; ; ; ; ;98; ; ; ;98; ; ; ;6; ; ;6;2; ; ;6; ; ; ; ;6; ; ; ; ;6; ; ; ;6; ;9;18;1;5;Operador;4;164;7;9;2;1;2;2;96;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_VF;0,472294141;13;1;19;1;1;1;1;1;19;2; ; ; ; ; ; ; ; ; ;1;23-11-19;2;3;1;6;-; ; ; ;5;buena atencjon de salud;221; ; ; ;221; ; ; ;221; ; ; ;5;2;6;5;2;-;-;-;-;88;-;100;-;1;-;100;-;5;muy caro;61; ;3; ;-;-;3;-;4;8;9;9;9;9;9;2;-;-;-;5;-;77;2;6;-;7;-;7;-;7;-;6;-;2;-;4;4;4;4;4;4;4;4;4;4;4;88;-; ;4; ;88;-; ; ;5;6; ; ; ; ;6; ; ; ;6;4; ; ; ;6;5;4; ; ;6;4; ; ;6;4; ; ; ; ;6;4; ; ; ; ;6;4; ; ; ;6;5;4; ;15;30;2;-;9;1;1;2;2;96;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_VF;1,111057436;13;1;59;3;1;2;2;2;59;1;1;59;1; ; ; ; ; ; ; ; ; ;2;16-07-60;1;3;1;2;1;Por la burocracia del sistema sin plata no hay atenciÛn;23; ; ; ;3;Lo uso poco pero casi nunca hay horas medicas;23; ; ; ;23; ; ; ;23; ; ; ;4;3;3;3;2;7;-;1;-;6;-;2;-;-;-;-;-;4;Tener m·s especialistas mÈdicos y m·s convenios con clinicas;51;31; ;2;5;2; ;-;1;4;-;3;-;4;2;2;2;3;3;3;2;-;-;-;7;-;77;1;6;2;2;5;-;5;-;7;-;2;-;-;-;1;2;2;2;4;4;2;3;2;2;3;1;Controlar la atenciÛn de salud de fonasa;363; ;1; ;1;A tener una atenciÛn de salud digna;502; ; ;1;2;4; ; ; ; ;9; ; ; ;4; ; ; ;7;6; ; ;7; ; ;4;5; ; ; ; ;9; ; ; ; ;9; ; ; ;9; ;9;16;1;5;Camionero;3;46;8;9;3;1;2;1;48;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_VF;0,472294141;13;1;26;1;1;2;2;1;26;2;2;58;2; ; ; ; ; ; ; ; ; ;1;23-10-19;2;1;1;5;-; ; ; ;6;Seguridad en una buena atencion;221;208; ; ; ;221;208; ; ; ;221;208; ; ; ;6;1;6;7;2;-;-;-;-;9;-;5;-;9;-;100;-;6;las alzas son demaciando y sientes que al no ocupar el servicio es como plata perdida;61; ;1;5;6; ;-;3;4;-;1;5;1;2;3;-;4;4;4;3;5;5;5;2;-;-;-;5;-;77;2;4;-;5;-;5;-;5;-;4;-;1;1;-;3;3;5;4;5;5;4;3;3;4;4;3;1;fiscalizar;341; ;4; ;1;derechos del paciente;531; ; ;5;2; ; ; ; ;4;5; ; ; ;4;6; ; ; ;6;4; ; ;6;7; ; ;4; ; ; ; ;4; ; ; ; ;4;6; ; ; ;4; ;17;32;1;1;MÈdico;5;156;99;9;1;1;2;2;96;1;1;0;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_VF;0,472294141;13;1;62;3;2;4;3;2;62;2;1;63;2;1;88;2; ; ; ; ; ; ; ; ; ;1;09-05-01;2;1;2;6;-; ; ; ;2;No muy conforme subida de los planes;44; ; ; ;44; ; ; ;44; ; ; ;6;2;5;5;2;-;-;-;-;6;-;3;-;6;-;9;-;4;El tema de las cargas m·s r·pida;8; ;2;5;4; ;-;2;4;-;2;5;1;2;-;4;4;4;3;5;5;4;2;-;-;-;4;-;77;1;4;1;1;1;-;1;-;1;-;1;-;1;-;2;-;2;3;1;3;2;4;3;2;3;4;3;1;Fiscalizar las prestaciones de salud;344; ;2; ;88;-; ; ;5;2; ; ; ; ;4;5;6; ; ; ;6;4; ; ; ;6; ; ;6; ; ;6;4; ; ; ; ;6;4; ; ; ; ;6; ; ; ;6; ;15;32;2;-;9;3;2;2;2;96;1;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_VF;0,606426807;13;1;73;3;2;2;2;2;72;1;1;53;1; ; ; ; ; ; ; ; ; ;1;09-10-46;1;1;1;2;6;-; ; ; ;6;Bien;203; ; ; ;203; ; ; ;203; ; ; ;5;3;3;4;2;3;-;100;-;3;-;4;-;-;-;-;-;2;No sabe;98; ;3; ;-;-;2;5;1;-;4;4;4;4;4;4;4;2;-;-;-;1;-;77;2;4;-;8;-;8;-;5;-;-;-;5;5;4;4;5;4;4;4;5;5;5;88;-; ;4; ;88;-; ; ;2;9; ; ; ; ;9; ; ; ;2; ; ; ;2; ; ;2; ; ;2; ; ; ; ;8; ; ; ; ;2; ; ; ;2; ;7;12;1;99;Pensionado/jubilado;7;175;1;9;3;2;2;1;16;16;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_VF;0,606426807;13;1;60;3;1;3;3;1;60;1;2;58;1;1;19;1; ; ; ; ; ; ; ; ; ;1;06-05-59;1;1;1;2;1;Porque cualquier atenciÛn uno tiene que esperar horas para que lo atiendan .y eso es si es que hay un medico que atienda;32;61; ; ; ;1;no es buena la atencion .es la burocracia del sistema que no dan abasto;31;113; ; ; ;31;113; ; ; ;31;113; ; ; ;3;2;1;1;1;1;2;1;2;2;2;2;1;-;7;-;2;-;6;-;-;-;-;-;1;igualar lo que ofrece el sistema privado .ya sea el reembolso;1; ;2;4;3; ;-;2;1;1;-;1;2;3;7;7;5;8;1;1;2;3;-;4;8;8;8;8;8;8;2;-;-;-;7;-;77;2;98;-;6;-;98;-;6;-;-;-;1;3;2;3;8;8;1;8;3;1;8;1;regular que todo funcione de acuerdo a la ley;344; ;1;2;3;88;-; ; ;1;9; ; ; ; ;9; ; ; ;9; ; ; ;9; ; ;9; ; ;9; ; ; ; ;9; ; ; ; ;9; ; ; ;9; ;13;28;2;-;9;3;1;2;2;16;16;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;3,334751291;10;1;40;2;1;2;2;1;40;1;2;40;1; ; ; ; ; ; ; ; ; ;1;06-02-79;1;4;1;2;4;Porque !e descuentan mucho y hay que Agar m·s de la mitad cuando se hacen ex·menes particular;6;2; ; ; ;5;A Fonasa le falta mejorar para atenciÛn. Particular;31; ; ; ;31; ; ; ;31; ; ; ;6;2;6;5;2;3;-;7;-;1;-;3;-;-;-;-;-;4;Su cobertura para las atenciones particulares;71; ;2;5;98; ;-;1;4;-;3;-;4;5;5;5;5;5;5;2;-;-;-;4;-;99;1;5;1;2;2;-;6;-;5;-;5;-;-;-;2;3;3;4;3;3;4;2;3;3;3;88;-; ;4; ;88;-; ; ;4;8; ; ; ; ;9; ; ; ;9; ; ; ;98; ; ;9; ; ;9; ; ; ; ;9; ; ; ; ;1;2; ; ; ;9; ;9;17;1;3;Otros;999;999;5;9;2;1;1;2;58;61;1;1;1;1;1;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;0,147957804;15;1;18;1;2;4;4;2;50;2;2;40;2;2;81;1;2;18;2; ; ; ; ; ; ; ; ; ;4;21-09-01;2;3;2;3;Por temas econÛmicos.;1; ; ; ;2;Por las irregularidades.pocos beneficios.;125; ; ; ;125; ; ; ;125; ; ; ;4;3;4;5;2;-;-;-;-;2;-;1;-;8;-;3;-;6;Los convenios con mÈdicos especialistas.;46; ;2;5;2; ;-;1;4;-;3;-;4;8;8;8;8;8;8;2;-;-;-;2;-;77;1;6;1;1;5;-;6;-;98;-;1;-;1;-;2;-;8;8;2;5;4;4;4;5;4;8;8;88;-; ;4; ;88;-; ; ;1;2; ; ; ; ;98; ; ; ;5; ; ; ;6; ; ;6; ; ;5; ; ; ; ;98; ; ; ; ;98; ; ; ;98; ;9;18;2;-;9;1;2;1;2;94;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;2,276541508;8;1;59;3;2;4;3;1;52;1;2;58;1;2;59;1; ; ; ; ; ; ; ; ; ;3;02-08-60;1;1;1;2;6;-; ; ; ;6;Soy crÛnica y me dan todos medicamentos gratis;261; ; ; ;261; ; ; ;261; ; ; ;7;2;6;5;2;3;-;7;-;1;-;4;-;-;-;-;-;6;Siempre e sabido que hacer para atenderme;0; ;2;7;2; ;-;1;1;1;-;1;1;1;6;6;6;6;6;6;1;2;2;7;1;-;4;8;8;8;8;3;4;2;-;-;-;1;-;77;2;5;-;6;-;98;-;2;-;-;-;5;5;1;8;6;2;4;5;4;8;8;1;InstituciÛn donde se puede reclamar contra un mÈdico o consultorio;350; ;1; ;1;El chocolate a ser Ben atendidos;501; ; ;5;2; ; ; ; ;2; ; ; ;98; ; ; ;4; ; ;6; ; ;4; ; ; ; ;6; ; ; ; ;2; ; ; ;2; ;13;28;2;-;5;3;2;1;1;8;10;0;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;3,449630486;5;1;65;3;1;2;2;2;68;1;1;65;1; ; ; ; ; ; ; ; ; ;2;29-03-54;1;2;1;2;5;-; ; ; ;6;Estoy satisfecho con la atencion;221; ; ; ;221; ; ; ;221; ; ; ;6;2;6;7;2;2;-;3;-;4;-;6;-;-;-;-;-;6;Los especialista;31; ;2;7;6; ;-;2;4;-;2;6;1;2;-;4;4;4;5;3;4;4;2;-;-;-;2;-;77;2;2;-;2;-;5;-;5;-;-;-;6;7;7;7;7;6;6;6;7;6;7;1;Vigilar la salud;342; ;1; ;88;-; ; ;5;8; ; ; ; ;9; ; ; ;8; ; ; ;3; ; ;3; ; ;4; ; ; ; ;2; ; ; ; ;3;8; ; ; ;8; ;15;32;2;-;9;3;1;1;2;21;22;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_VF;1,564129379;13;1;35;2;1;2;2;2;60;1;1;35;1; ; ; ; ; ; ; ; ; ;2;02-07-84;1;98;98;2;5;-; ; ; ;3;Mala experiencia. Mala atenciÛn dejan esperando mucho en urgencia.los consultorios atienen mal.sacan la vuelta;34;94;31; ; ;34;94;31; ; ;34;94;31; ; ;98;2;5;1;2;-;-;-;-;-;-;-;-;1;Mas informaciÛn de la instituciÛn a los pacientes .aumentar mas enfermedades del auge;21;22; ;2;5;1; ;-;1;4;-;2;6;1;-;4;8;8;8;8;8;8;2;-;-;-;7;-;77;2;98;-;8;-;98;-;98;-;-;-;6;3;1;7;3;1;1;1;3;1;1;88;-; ;1; ;88;-; ; ;1;98; ; ; ; ;9; ; ; ;9; ; ; ;9; ; ;98; ; ;98; ; ; ; ;98; ; ; ; ;98; ; ; ;98; ;14;28;2;-;9;2;1;2;1;80;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;0,208787049;14;1;19;1;2;5;3;1;46;2;2;40;2;2;19;2; ; ; ; ; ; ; ; ; ;3;29-12-99;2;3;2;5;-; ; ; ;3;ConsiderÛ que el sistema de salud en mi paÌs es malo en general.;111; ; ; ;111; ; ; ;111; ; ; ;5;2;5;5;2;-;-;-;-;2;-;100;-;3;-;5;-;2;Nunca recibo informaciÛn por parte de ellos.;21; ;3; ;-;-;3;-;4;8;8;8;8;8;8;2;-;-;-;5;-;77;2;98;-;5;-;98;-;1;-;98;-;2;-;5;4;3;2;3;3;4;5;5;4;3;88;-; ;4; ;88;-; ; ;3;1;2; ; ; ; ;9; ; ; ;9; ; ; ;9; ; ;9; ; ;9; ; ; ; ;9; ; ; ; ;9; ; ; ;9; ;9;18;2;-;9;1;2;1;2;93;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
